"","Ticker","Name","Trade Value","Liquidity","Category","Portfolio","Eff_Date","An_Date"
"2621","CSC","Computer Sciences","12.323029778678951","9.3707254905469342E-2","Largest Net Buys by Trade Value","S&P 400",2015-12-18,2015-12-04
"2821","MDCO","The Medicines Company","6.1313610612187279","0.13347378042309022","Largest Net Buys by Trade Value","S&P 600",2015-12-18,2015-12-04
"2921","EPR","EPR Properties","6.093125777569198","0.34653916368199816","Largest Net Buys by Trade Value","S&P 600",2015-12-18,2015-12-04
"3021","NWE","Northwestern Corp","3.7740637680775482","0.32814714157467278","Largest Net Buys by Trade Value","S&P 600",2015-12-18,2015-12-04
"3121","HOMB","Home Bancshares","3.5408651465710421","0.33689240629740108","Largest Net Buys by Trade Value","S&P 600",2015-12-18,2015-12-04
"3221","FFIN","First Financial Bankshs (TX)","3.33363889029674","0.60722265800761588","Largest Net Buys by Trade Value","S&P 600",2015-12-18,2015-12-04
"3321","KALU","Kaiser Aluminum","3.2528168684291163","0.24100228477599675","Largest Net Buys by Trade Value","S&P 600",2015-12-18,2015-12-04
"3421","PNFP","Pinnacle Financial","3.1251345451059422","0.35481933170197916","Largest Net Buys by Trade Value","S&P 600",2015-12-18,2015-12-04
"3521","ALE","Allete Inc","2.8065228671980176","0.26884454378955863","Largest Net Buys by Trade Value","S&P 600",2015-12-18,2015-12-04
"3621","IBKR","Interactive Brokers Group A","2.6548076135922045","0.12728177968549376","Largest Net Buys by Trade Value","S&P 600",2015-12-18,2015-12-04
"3721","SWX","Southwest Gas Corp","2.5442463300959623","0.21181253471448458","Largest Net Buys by Trade Value","S&P 600",2015-12-18,2015-12-04
"631","AAPL","Apple Inc.","-1411.6680844941343","-0.31372346366629278","Largest Net Sells by Trade Value","S&P 500",2015-12-18,2015-12-04
"731","QCOM","QUALCOMM Inc","-404.48764633504493","-0.46257528965270794","Largest Net Sells by Trade Value","S&P 500",2015-12-18,2015-12-04
"831","AIG","American Intl Group Inc","-371.68710947297421","-0.74526614987992146","Largest Net Sells by Trade Value","S&P 500",2015-12-18,2015-12-04
"931","DIS","Walt Disney Co","-291.95201320249419","-0.28366210103831485","Largest Net Sells by Trade Value","S&P 500",2015-12-18,2015-12-04
"1031","MCD","McDonald's Corp","-211.21705414016071","-0.27320393755227756","Largest Net Sells by Trade Value","S&P 500",2015-12-18,2015-12-04
"1131","GILD","Gilead Sciences Inc","-206.0612908640864","-0.24875010749694351","Largest Net Sells by Trade Value","S&P 500",2015-12-18,2015-12-04
"1231","DD","E. I. du Pont de Nemours and Company","-181.96933498553148","-0.50523163757342293","Largest Net Sells by Trade Value","S&P 500",2015-12-18,2015-12-04
"1331","ORCL","Oracle Corp","-168.22066281670072","-0.29692752633965441","Largest Net Sells by Trade Value","S&P 500",2015-12-18,2015-12-04
"1431","FOXA","Twenty-First Century Fox Inc A","-159.11484393502892","-0.55215739439901557","Largest Net Sells by Trade Value","S&P 500",2015-12-18,2015-12-04
"1531","CAT","Caterpillar Inc","-139.83180417086433","-0.37977297599307325","Largest Net Sells by Trade Value","S&P 500",2015-12-18,2015-12-04
"1731","PII","Polaris Inds Inc","-17.654028390583534","-0.19475084878175247","Largest Net Sells by Trade Value","S&P 400",2015-12-18,2015-12-04
"1831","TRMB","Trimble Navigation Ltd","-17.415239237999188","-0.46099791375743177","Largest Net Sells by Trade Value","S&P 400",2015-12-18,2015-12-04
"1931","HFC","HollyFrontier Corporation","-16.573131853051745","-0.17412597258861834","Largest Net Sells by Trade Value","S&P 400",2015-12-18,2015-12-04
"2031","RNR","RenaissanceRe Hldgs","-14.725533950202596","-0.62941654046515194","Largest Net Sells by Trade Value","S&P 400",2015-12-18,2015-12-04
"2131","NVR","NVR Inc","-14.155917435449396","-0.38764970034602786","Largest Net Sells by Trade Value","S&P 400",2015-12-18,2015-12-04
"2231","UGI","UGI Corp","-13.24391920809564","-0.39723279236528986","Largest Net Sells by Trade Value","S&P 400",2015-12-18,2015-12-04
"2331","ODFL","Old Dominion Freight Line Inc","-12.609989178543302","-0.32397942113896883","Largest Net Sells by Trade Value","S&P 400",2015-12-18,2015-12-04
"2431","RE","Everest Re Group Ltd","-12.351162667772558","-0.29383682026702623","Largest Net Sells by Trade Value","S&P 400",2015-12-18,2015-12-04
"2531","IM","Ingram Micro Inc A","-12.299779076709509","-0.27720428837322086","Largest Net Sells by Trade Value","S&P 400",2015-12-18,2015-12-04
"2631","LECO","Lincoln Electric Hldgs","-12.009080567276328","-0.53218963766418881","Largest Net Sells by Trade Value","S&P 400",2015-12-18,2015-12-04
"2831","EVR","Evercore Partners A","-9.0213666689491454","-0.47114839919068652","Largest Net Sells by Trade Value","S&P 600",2015-12-18,2015-12-04
"2931","DY","Dycom Industries Inc","-7.5626490769937522","-0.1124017564237965","Largest Net Sells by Trade Value","S&P 600",2015-12-18,2015-12-04
"3031","CW","Curtiss-Wright Corp","-5.985559518365509","-0.45211116765335196","Largest Net Sells by Trade Value","S&P 600",2015-12-18,2015-12-04
"3131","ENS","Enersys","-4.7429044176950415","-0.34302883890342289","Largest Net Sells by Trade Value","S&P 600",2015-12-18,2015-12-04
"3231","HELE","Helen of Troy Ltd","-4.3905743404984783","-0.2041634831130309","Largest Net Sells by Trade Value","S&P 600",2015-12-18,2015-12-04
"3331","SONC","Sonic Corp","-3.9899245853260892","-0.1626156765635984","Largest Net Sells by Trade Value","S&P 600",2015-12-18,2015-12-04
"3431","POOL","Pool Corp","-3.249823941600896","-0.14607411106091764","Largest Net Sells by Trade Value","S&P 600",2015-12-18,2015-12-04
"3531","OUTR","Outerwall Inc","-3.1196185695948806","-0.14778248883801109","Largest Net Sells by Trade Value","S&P 600",2015-12-18,2015-12-04
"3631","TTWO","Take-Two Interactive Software","-3.0467975985201177","-5.3180674060528323E-2","Largest Net Sells by Trade Value","S&P 600",2015-12-18,2015-12-04
"3731","HA","Hawaiian Holdings Inc","-3.0095959574240894","-6.4758885597468632E-2","Largest Net Sells by Trade Value","S&P 600",2015-12-18,2015-12-04
"65","EOG","EOG Resources","336.61359774550152","0.75633746044905981","Most Illiquid Net Buys","S&P 500",2016-12-16,2016-12-05
"75","NEE","NextEra Energy Inc","184.38956340111645","0.44790078611217266","Most Illiquid Net Buys","S&P 500",2016-12-16,2016-12-05
"85","LEN","Lennar Corp A","45.929790275520105","0.42507721631166062","Most Illiquid Net Buys","S&P 500",2016-12-16,2016-12-05
"95","PCG","PG&E Corporation","60.288678402188154","0.38875566448676147","Most Illiquid Net Buys","S&P 500",2016-12-16,2016-12-05
"105","APC","Anadarko Petroleum Corp","119.76650315833496","0.34149391167362586","Most Illiquid Net Buys","S&P 500",2016-12-16,2016-12-05
"115","FRT","Federal Realty Invt Trust","18.325907034066386","0.30928568116547184","Most Illiquid Net Buys","S&P 500",2016-12-16,2016-12-05
"125","CXO","Concho Resources Inc","73.142227827594397","0.28696265993266212","Most Illiquid Net Buys","S&P 500",2016-12-16,2016-12-05
"135","DNB","Dun & Bradstreet Corp","8.6083292111234826","0.25314097642442684","Most Illiquid Net Buys","S&P 500",2016-12-16,2016-12-05
"145","HCN","Welltower Inc","42.722852855978985","0.23909115300186892","Most Illiquid Net Buys","S&P 500",2016-12-16,2016-12-05
"155","AMG","Affiliated Managers Grp","19.752559983992398","0.20775841186319777","Most Illiquid Net Buys","S&P 500",2016-12-16,2016-12-05
"175","CPRT","Copart Inc","17.891370541930119","0.47367994784716033","Most Illiquid Net Buys","S&P 400",2016-12-16,2016-12-05
"185","CSAL","Communications Sales & Leasing Inc","7.8195393884318465","0.20080568423779166","Most Illiquid Net Buys","S&P 400",2016-12-16,2016-12-05
"195","MD","Mednax Inc","7.8502204301314977","0.18062349815160711","Most Illiquid Net Buys","S&P 400",2016-12-16,2016-12-05
"205","ARE","Alexandria Real Estate Eqty","11.454486472774397","0.17424685622653938","Most Illiquid Net Buys","S&P 400",2016-12-16,2016-12-05
"215","CVLT","Commvault Systems","3.0854380635093959","0.17039153620883452","Most Illiquid Net Buys","S&P 400",2016-12-16,2016-12-05
"225","HIW","Highwoods Properties","5.5399737637868123","0.16633224528536797","Most Illiquid Net Buys","S&P 400",2016-12-16,2016-12-05
"235","GXP","Great Plains Energy Inc","14.465804034408629","0.14429317076284251","Most Illiquid Net Buys","S&P 400",2016-12-16,2016-12-05
"245","ASB","Associated Banc-Corp (IL)","3.157359291044","0.13829350138047819","Most Illiquid Net Buys","S&P 400",2016-12-16,2016-12-05
"255","BKH","Black Hills Corp","3.4399418708115812","0.13734343898313836","Most Illiquid Net Buys","S&P 400",2016-12-16,2016-12-05
"265","ACC","American Campus Communities Inc","5.5051033335500401","0.12254794670944824","Most Illiquid Net Buys","S&P 400",2016-12-16,2016-12-05
"285","AGYS","Agilysys Inc","0.15273308740304672","0.42063573365507545","Most Illiquid Net Buys","S&P 600",2016-12-16,2016-12-05
"295","ESIO","Electro Scientific Inc","0.27297995964219873","0.40467018387595227","Most Illiquid Net Buys","S&P 600",2016-12-16,2016-12-05
"305","SFNC","Simmons 1st Natl Corp A","2.6352049850714998","0.2768438279477492","Most Illiquid Net Buys","S&P 600",2016-12-16,2016-12-05
"315","NWN","Northwest Natural Gas Co","2.6464394525675261","0.24414291013206055","Most Illiquid Net Buys","S&P 600",2016-12-16,2016-12-05
"325","WWE","World Wrestling Fed Entmnt A","1.5602028538059729","0.24213002396657404","Most Illiquid Net Buys","S&P 600",2016-12-16,2016-12-05
"335","MCF","Contango Oil & Gas Co","0.28109880390564401","0.23441999600651697","Most Illiquid Net Buys","S&P 600",2016-12-16,2016-12-05
"345","GDOT","Green Dot Corp","1.6631271111420518","0.23335525925317308","Most Illiquid Net Buys","S&P 600",2016-12-16,2016-12-05
"355","ADC","Agree Realty Corp","2.1504335747863057","0.18760014833732189","Most Illiquid Net Buys","S&P 600",2016-12-16,2016-12-05
"365","TYPE","Monotype Imaging Holdings Inc","0.81111095273047418","0.16989155539091821","Most Illiquid Net Buys","S&P 600",2016-12-16,2016-12-05
"375","CCMP","Cabot Microelectronics Corp","1.4679413771235852","0.15906837459947859","Most Illiquid Net Buys","S&P 600",2016-12-16,2016-12-05
"612","AIG","American Intl Group Inc","-281.22195543685712","-0.6170528371271109","Most Illiquid Net Sells","S&P 500",2016-12-16,2016-12-05
"712","COF","Capital One Financial","-221.11308467687257","-0.54980982910289189","Most Illiquid Net Sells","S&P 500",2016-12-16,2016-12-05
"812","MCD","McDonald's Corp","-276.45718895694273","-0.5310358992052332","Most Illiquid Net Sells","S&P 500",2016-12-16,2016-12-05
"912","CCL","Carnival Corp","-72.121488082241811","-0.37481686646726214","Most Illiquid Net Sells","S&P 500",2016-12-16,2016-12-05
"1012","NAVI","Navient Corp","-25.266356140749636","-0.3636719700131259","Most Illiquid Net Sells","S&P 500",2016-12-16,2016-12-05
"1112","CBS","CBS Corp B","-95.497318379521204","-0.35460755338067051","Most Illiquid Net Sells","S&P 500",2016-12-16,2016-12-05
"1212","UTX","United Technologies Corp","-122.56683042964256","-0.34720754779933194","Most Illiquid Net Sells","S&P 500",2016-12-16,2016-12-05
"1312","HIG","Hartford Finl Services Group","-37.974310939216437","-0.3458005805438763","Most Illiquid Net Sells","S&P 500",2016-12-16,2016-12-05
"1412","DVA","DaVita Inc","-52.332286343170239","-0.33953040245360039","Most Illiquid Net Sells","S&P 500",2016-12-16,2016-12-05
"1512","ESRX","Express Scripts Holding Co.","-101.24629174274904","-0.32762638494670054","Most Illiquid Net Sells","S&P 500",2016-12-16,2016-12-05
"1712","ARW","Arrow Electronics Inc","-7.5675023596493478","-0.25895203597018512","Most Illiquid Net Sells","S&P 400",2016-12-16,2016-12-05
"1812","NVR","NVR Inc","-10.728259806509458","-0.21911727801606556","Most Illiquid Net Sells","S&P 400",2016-12-16,2016-12-05
"1912","RE","Everest Re Group Ltd","-14.045690903700903","-0.21859069057595318","Most Illiquid Net Sells","S&P 400",2016-12-16,2016-12-05
"2012","SCI","Service Corp Intl","-5.6365671511092961","-0.19140054630251366","Most Illiquid Net Sells","S&P 400",2016-12-16,2016-12-05
"2112","BID","Sotheby's","-4.8720588806648992","-0.18616375424865619","Most Illiquid Net Sells","S&P 400",2016-12-16,2016-12-05
"2212","POOL","Pool Corp","-4.8943770032346015","-0.18274954107045066","Most Illiquid Net Sells","S&P 400",2016-12-16,2016-12-05
"2312","JBL","Jabil Circuit Inc","-7.6748435525225558","-0.1810017272561017","Most Illiquid Net Sells","S&P 400",2016-12-16,2016-12-05
"2412","CDNS","Cadence Design Systems Inc","-9.7466984742884168","-0.17910664590735684","Most Illiquid Net Sells","S&P 400",2016-12-16,2016-12-05
"2512","WAFD","Washington Federal Inc.","-3.0751689395726181","-0.17345095636416377","Most Illiquid Net Sells","S&P 400",2016-12-16,2016-12-05
"2612","SFM","Sprouts Farmers Markets Inc","-8.1884956143365084","-0.1689278144704689","Most Illiquid Net Sells","S&P 400",2016-12-16,2016-12-05
"2812","GNCMA","General Communication A","-0.94086658882380003","-0.31633930207527028","Most Illiquid Net Sells","S&P 600",2016-12-16,2016-12-05
"2912","CATO","Cato Corp A","-1.5985877909472688","-0.28370990624258047","Most Illiquid Net Sells","S&P 600",2016-12-16,2016-12-05
"3012","DSPG","DSP Group","-0.18470823052000512","-0.23550244818667906","Most Illiquid Net Sells","S&P 600",2016-12-16,2016-12-05
"3112","RUTH","Ruth's Hospitality Group, Inc.","-0.78077117764727832","-0.20411243661186826","Most Illiquid Net Sells","S&P 600",2016-12-16,2016-12-05
"3212","EXPO","Exponent Inc","-1.4221220959425511","-0.18248671126888166","Most Illiquid Net Sells","S&P 600",2016-12-16,2016-12-05
"3312","PLKI","Popeyes Louisiana Kitchen, Inc","-1.929773643560543","-0.17422124697442051","Most Illiquid Net Sells","S&P 600",2016-12-16,2016-12-05
"3412","CLW","Clearwater Paper Corp","-0.99172597125035777","-0.17310721416005376","Most Illiquid Net Sells","S&P 600",2016-12-16,2016-12-05
"3512","VRA","Vera Bradley Inc","-0.43916396268604846","-0.16362006350758385","Most Illiquid Net Sells","S&P 600",2016-12-16,2016-12-05
"3612","MOG/A","Moog Inc A","-1.605221662029102","-0.16001014199903624","Most Illiquid Net Sells","S&P 600",2016-12-16,2016-12-05
"3712","RRGB","Red Robin Gourmet Burgers","-1.2651016677068738","-0.15655433790247261","Most Illiquid Net Sells","S&P 600",2016-12-16,2016-12-05
"622","FB","Facebook Inc A","354.84240252821593","0.10481741385144086","Largest Net Buys by Trade Value","S&P 500",2016-12-16,2016-12-05
"722","EOG","EOG Resources","336.61359774550152","0.75633746044905981","Largest Net Buys by Trade Value","S&P 500",2016-12-16,2016-12-05
"822","GOOGL","Alphabet Inc A","205.65301125918296","0.11546006925633548","Largest Net Buys by Trade Value","S&P 500",2016-12-16,2016-12-05
"922","GOOG","Alphabet Inc C","204.8862351397527","0.13384574082299505","Largest Net Buys by Trade Value","S&P 500",2016-12-16,2016-12-05
"1022","AMZN","Amazon.com Inc","201.36044435392171","5.1339304440985313E-2","Largest Net Buys by Trade Value","S&P 500",2016-12-16,2016-12-05
"1122","NEE","NextEra Energy Inc","184.38956340111645","0.44790078611217266","Largest Net Buys by Trade Value","S&P 500",2016-12-16,2016-12-05
"1222","PG","Procter & Gamble","159.71258033275674","0.18952587218810418","Largest Net Buys by Trade Value","S&P 500",2016-12-16,2016-12-05
"1322","XOM","Exxon Mobil Corp","147.92566106489767","0.15329364509145671","Largest Net Buys by Trade Value","S&P 500",2016-12-16,2016-12-05
"1422","BRK/B","Berkshire Hathaway B","127.60959904102143","0.17901279533425682","Largest Net Buys by Trade Value","S&P 500",2016-12-16,2016-12-05
"1522","APC","Anadarko Petroleum Corp","119.76650315833496","0.34149391167362586","Largest Net Buys by Trade Value","S&P 500",2016-12-16,2016-12-05
"1722","CPRT","Copart Inc","17.891370541930119","0.47367994784716033","Largest Net Buys by Trade Value","S&P 400",2016-12-16,2016-12-05
"1822","AMD","Advanced Micro Devices","15.734744324446693","3.6952807746264117E-2","Largest Net Buys by Trade Value","S&P 400",2016-12-16,2016-12-05
"1922","GXP","Great Plains Energy Inc","14.465804034408629","0.14429317076284251","Largest Net Buys by Trade Value","S&P 400",2016-12-16,2016-12-05
"2022","ARE","Alexandria Real Estate Eqty","11.454486472774397","0.17424685622653938","Largest Net Buys by Trade Value","S&P 400",2016-12-16,2016-12-05
"2122","SBNY","Signature Bank NY","10.319378535131497","8.9741628898848014E-2","Largest Net Buys by Trade Value","S&P 400",2016-12-16,2016-12-05
"2222","X","United States Steel Corp","9.8471604458708679","1.3442088437849142E-2","Largest Net Buys by Trade Value","S&P 400",2016-12-16,2016-12-05
"2322","MD","Mednax Inc","7.8502204301314977","0.18062349815160711","Largest Net Buys by Trade Value","S&P 400",2016-12-16,2016-12-05
"2422","CSAL","Communications Sales & Leasing Inc","7.8195393884318465","0.20080568423779166","Largest Net Buys by Trade Value","S&P 400",2016-12-16,2016-12-05
"2522","DRE","Duke Realty Corp","7.4686991103754581","8.5959951922500707E-2","Largest Net Buys by Trade Value","S&P 400",2016-12-16,2016-12-05
"2622","MSCC","Microsemi Corp","5.8144948520251107","6.4562589897182415E-2","Largest Net Buys by Trade Value","S&P 400",2016-12-16,2016-12-05
"2822","AKS","AK Steel Hldg Corp","5.4658743025564176","2.0229059854330864E-2","Largest Net Buys by Trade Value","S&P 600",2016-12-16,2016-12-05
"2922","STL","Sterling Bancorp/DE","4.8413705874338975","0.14110058038045264","Largest Net Buys by Trade Value","S&P 600",2016-12-16,2016-12-05
"3022","GIII","G-III Apparel Group Ltd","3.7360534247673187","0.10384993781180418","Largest Net Buys by Trade Value","S&P 600",2016-12-16,2016-12-05
"3122","NWN","Northwest Natural Gas Co","2.6464394525675261","0.24414291013206055","Largest Net Buys by Trade Value","S&P 600",2016-12-16,2016-12-05
"3222","SFNC","Simmons 1st Natl Corp A","2.6352049850714998","0.2768438279477492","Largest Net Buys by Trade Value","S&P 600",2016-12-16,2016-12-05
"3322","ADC","Agree Realty Corp","2.1504335747863057","0.18760014833732189","Largest Net Buys by Trade Value","S&P 600",2016-12-16,2016-12-05
"3422","MDCO","The Medicines Company","2.1277027933972708","3.9343418591537518E-2","Largest Net Buys by Trade Value","S&P 600",2016-12-16,2016-12-05
"3522","AKR","Acadia Realty Trust","2.0293175651191824","0.15361049905836627","Largest Net Buys by Trade Value","S&P 600",2016-12-16,2016-12-05
"3622","NKTR","Nektar Therapeutics","1.9982171947770253","9.3317235238973922E-2","Largest Net Buys by Trade Value","S&P 600",2016-12-16,2016-12-05
"3722","TCBI","Texas Capital Bancshares","1.771848635439434","3.5373351264825971E-2","Largest Net Buys by Trade Value","S&P 600",2016-12-16,2016-12-05
"632","AAPL","Apple Inc.","-474.48188486554227","-0.12612710577242287","Largest Net Sells by Trade Value","S&P 500",2016-12-16,2016-12-05
"732","GE","General Electric Co","-301.89912056071199","-0.28549594196504191","Largest Net Sells by Trade Value","S&P 500",2016-12-16,2016-12-05
"832","C","Citigroup Inc","-301.76327834861604","-0.18983902456106044","Largest Net Sells by Trade Value","S&P 500",2016-12-16,2016-12-05
"932","AIG","American Intl Group Inc","-281.22195543685712","-0.6170528371271109","Largest Net Sells by Trade Value","S&P 500",2016-12-16,2016-12-05
"1032","MCD","McDonald's Corp","-276.45718895694273","-0.5310358992052332","Largest Net Sells by Trade Value","S&P 500",2016-12-16,2016-12-05
"1132","COF","Capital One Financial","-221.11308467687257","-0.54980982910289189","Largest Net Sells by Trade Value","S&P 500",2016-12-16,2016-12-05
"1232","JPM","JP Morgan Chase & Co","-203.11667348758274","-0.10471969542835641","Largest Net Sells by Trade Value","S&P 500",2016-12-16,2016-12-05
"1332","HD","Home Depot Inc","-197.87932044667116","-0.24466147574209879","Largest Net Sells by Trade Value","S&P 500",2016-12-16,2016-12-05
"1432","BAC","Bank of America Corp","-161.88701698038091","-4.6040673474502983E-2","Largest Net Sells by Trade Value","S&P 500",2016-12-16,2016-12-05
"1532","GS","Goldman Sachs Group Inc","-157.44154340263546","-0.13900677034407569","Largest Net Sells by Trade Value","S&P 500",2016-12-16,2016-12-05
"1732","RE","Everest Re Group Ltd","-14.045690903700903","-0.21859069057595318","Largest Net Sells by Trade Value","S&P 400",2016-12-16,2016-12-05
"1832","NVR","NVR Inc","-10.728259806509458","-0.21911727801606556","Largest Net Sells by Trade Value","S&P 400",2016-12-16,2016-12-05
"1932","CDNS","Cadence Design Systems Inc","-9.7466984742884168","-0.17910664590735684","Largest Net Sells by Trade Value","S&P 400",2016-12-16,2016-12-05
"2032","UTHR","United Therapeutics Corp","-9.32230516223464","-0.12921707382308459","Largest Net Sells by Trade Value","S&P 400",2016-12-16,2016-12-05
"2132","MAN","ManpowerGroup","-8.3853673976341447","-0.12737824064175651","Largest Net Sells by Trade Value","S&P 400",2016-12-16,2016-12-05
"2232","SFM","Sprouts Farmers Markets Inc","-8.1884956143365084","-0.1689278144704689","Largest Net Sells by Trade Value","S&P 400",2016-12-16,2016-12-05
"2332","FDS","FactSet Research System Inc","-7.7767430494858685","-0.145321596936659","Largest Net Sells by Trade Value","S&P 400",2016-12-16,2016-12-05
"2432","JBL","Jabil Circuit Inc","-7.6748435525225558","-0.1810017272561017","Largest Net Sells by Trade Value","S&P 400",2016-12-16,2016-12-05
"2532","ARW","Arrow Electronics Inc","-7.5675023596493478","-0.25895203597018512","Largest Net Sells by Trade Value","S&P 400",2016-12-16,2016-12-05
"2632","PNRA","Panera Bread Co A","-6.2633728028679201","-6.1759049518595885E-2","Largest Net Sells by Trade Value","S&P 400",2016-12-16,2016-12-05
"2832","AIRM","Air Methods Corp","-2.8256813654949591","-0.14932578430657337","Largest Net Sells by Trade Value","S&P 600",2016-12-16,2016-12-05
"2932","SONC","Sonic Corp","-2.5916478000500045","-0.11435295057444407","Largest Net Sells by Trade Value","S&P 600",2016-12-16,2016-12-05
"3032","TIVO","TiVo Corporation","-2.5432025327310654","-0.14069867583283246","Largest Net Sells by Trade Value","S&P 600",2016-12-16,2016-12-05
"3132","SSD","Simpson Manufacturing Co Inc","-1.975662258485869","-0.15429084640412596","Largest Net Sells by Trade Value","S&P 600",2016-12-16,2016-12-05
"3232","PLCE","Children's Place, Inc","-1.9332274879960627","-2.5150382884946906E-2","Largest Net Sells by Trade Value","S&P 600",2016-12-16,2016-12-05
"3332","PLKI","Popeyes Louisiana Kitchen, Inc","-1.929773643560543","-0.17422124697442051","Largest Net Sells by Trade Value","S&P 600",2016-12-16,2016-12-05
"3432","BJRI","BJ's Restaurants Inc","-1.6201509696691132","-0.13708094566367757","Largest Net Sells by Trade Value","S&P 600",2016-12-16,2016-12-05
"3532","MOG/A","Moog Inc A","-1.605221662029102","-0.16001014199903624","Largest Net Sells by Trade Value","S&P 600",2016-12-16,2016-12-05
"3632","CATO","Cato Corp A","-1.5985877909472688","-0.28370990624258047","Largest Net Sells by Trade Value","S&P 600",2016-12-16,2016-12-05
"3732","WNC","Wabash National Corp","-1.5193967926289182","-9.2637557889074823E-2","Largest Net Sells by Trade Value","S&P 600",2016-12-16,2016-12-05
"66","D","Dominion Resources Inc","183.6333682339484","1.1259972172468673","Most Illiquid Net Buys","S&P 500",2016-06-17,2016-06-01
"76","NWL","Newell Brands Inc","127.96502964346877","0.61801736599920365","Most Illiquid Net Buys","S&P 500",2016-06-17,2016-06-01
"86","FRT","Federal Realty Invt Trust","26.80166264104022","0.50717055782433751","Most Illiquid Net Buys","S&P 500",2016-06-17,2016-06-01
"96","SE","Spectra Energy Corp","56.671744536446461","0.48255305689825084","Most Illiquid Net Buys","S&P 500",2016-06-17,2016-06-01
"106","DLR","Digital Realty Trust","150.44704325338691","0.46840359603471432","Most Illiquid Net Buys","S&P 500",2016-06-17,2016-06-01
"116","O","Realty Income Corp","57.775202380835353","0.42605567494175867","Most Illiquid Net Buys","S&P 500",2016-06-17,2016-06-01
"126","CB","Chubb Limited","79.332395107699469","0.39849904838580574","Most Illiquid Net Buys","S&P 500",2016-06-17,2016-06-01
"136","MYL","Mylan NV","84.676674579908251","0.37615241051947046","Most Illiquid Net Buys","S&P 500",2016-06-17,2016-06-01
"146","PG","Procter & Gamble","183.077099038169","0.34952465156058599","Most Illiquid Net Buys","S&P 500",2016-06-17,2016-06-01
"156","ISRG","Intuitive Surgical Inc","60.921423724628831","0.29993814306809907","Most Illiquid Net Buys","S&P 500",2016-06-17,2016-06-01
"176","TFX","Teleflex Inc","22.959082188925851","0.64362421695272265","Most Illiquid Net Buys","S&P 400",2016-06-17,2016-06-01
"186","HNI","HNI Corp","3.9879953743871677","0.58030289710236427","Most Illiquid Net Buys","S&P 400",2016-06-17,2016-06-01
"196","HR","Healthcare Realty Trust","6.1698296472723451","0.2429932426187375","Most Illiquid Net Buys","S&P 400",2016-06-17,2016-06-01
"206","NNN","National Retail Properties Inc","9.9376721265943821","0.21046015222654038","Most Illiquid Net Buys","S&P 400",2016-06-17,2016-06-01
"216","AMSG","Amsurg Corp","6.9254346025496449","0.18353507325866089","Most Illiquid Net Buys","S&P 400",2016-06-17,2016-06-01
"226","WST","West Pharmaceutical Services Inc","4.3344468015356945","0.176228220662424","Most Illiquid Net Buys","S&P 400",2016-06-17,2016-06-01
"236","ISIL","Intersil Corp A","2.1734587661100009","0.16521069881646022","Most Illiquid Net Buys","S&P 400",2016-06-17,2016-06-01
"246","HIW","Highwoods Properties","4.7928940259624015","0.1676461878805898","Most Illiquid Net Buys","S&P 400",2016-06-17,2016-06-01
"256","EDR","Education Realty Trust","8.7745063056375354","0.16906217938908999","Most Illiquid Net Buys","S&P 400",2016-06-17,2016-06-01
"266","WRI","Weingarten Realty Investors","4.1384363013502217","0.16407816976778916","Most Illiquid Net Buys","S&P 400",2016-06-17,2016-06-01
"286","STC","Stewart Information Services A","2.1204898962994867","0.46961019455215036","Most Illiquid Net Buys","S&P 600",2016-06-17,2016-06-01
"296","FMBI","First Midwest Bancorp (IL)","2.9779823616026659","0.46717981644523604","Most Illiquid Net Buys","S&P 600",2016-06-17,2016-06-01
"306","HZO","MarineMax Inc","1.3114407632571774","0.33944235235241976","Most Illiquid Net Buys","S&P 600",2016-06-17,2016-06-01
"316","COHU","Cohu Inc","0.18938035847105786","0.26035819842344088","Most Illiquid Net Buys","S&P 600",2016-06-17,2016-06-01
"326","PNFP","Pinnacle Financial","2.2003296769829674","0.25104254844198698","Most Illiquid Net Buys","S&P 600",2016-06-17,2016-06-01
"336","OPB","OPUS BANK","1.9593383830096287","0.23549287084832285","Most Illiquid Net Buys","S&P 600",2016-06-17,2016-06-01
"346","TYPE","Monotype Imaging Holdings Inc","0.77972422283693188","0.20342190223802339","Most Illiquid Net Buys","S&P 600",2016-06-17,2016-06-01
"356","ORIT","Oritani Financial Corp","0.50728882236106698","0.19957563947399842","Most Illiquid Net Buys","S&P 600",2016-06-17,2016-06-01
"366","SJI","South Jersey Industries Inc","5.223572944451111","0.17070510931035585","Most Illiquid Net Buys","S&P 600",2016-06-17,2016-06-01
"376","MRCY","Mercury Systems Inc","0.75451327563467641","0.16620772692885921","Most Illiquid Net Buys","S&P 600",2016-06-17,2016-06-01
"613","TEL","TE Connectivity Ltd.","-73.821175287666435","-0.7341945881170775","Most Illiquid Net Sells","S&P 500",2016-06-17,2016-06-01
"713","BA","Boeing Co","-317.90331074941065","-0.63491490157019659","Most Illiquid Net Sells","S&P 500",2016-06-17,2016-06-01
"813","AIZ","Assurant Inc","-26.056795107914041","-0.63249790181744447","Most Illiquid Net Sells","S&P 500",2016-06-17,2016-06-01
"913","LOW","Lowe's Cos Inc","-238.56224037601905","-0.56567584103306878","Most Illiquid Net Sells","S&P 500",2016-06-17,2016-06-01
"1013","COF","Capital One Financial","-112.80746490487822","-0.55427541612646758","Most Illiquid Net Sells","S&P 500",2016-06-17,2016-06-01
